Text,True Label,Predicted Label
it was great meeting with ny21 trio advocates yesterday i m a proud member of the bipaisan trio caucus in congress and have seen first-hand how necessary these programs are to help students pursue their dreams,1,0
my annual jobs fair is in one week on <unk> we ve got some stellar employers showing up who are ready to hire info,1,0
last night we celebrated the hard work of trevor pearson and faith vander <unk> <unk> is <unk> whitney s newest principal handling energy policy and faithcvv is heading to interior to serve as deputy press secretary to secretaryzinke i m so proud of team gosar,1,0
tomorrow is prescription drug take back day find a local collection site to drop off your expired and unused meds,1,0
austinscottga08 glad to see my fy19ndaa amendment requiring the deptofdefense to conduct an assessment of the assistance being provi…,1,0
today find a collection site near you to bring your unwanted & unused prescription medications getting opioids off our shelves & properly disposed of is key let s work together to eliminate prescription drug abuse open from 10am-2pm find a site here …,1,0
have unneeded or expired prescription drugs home it s take back day so drop them off 10am-2pm location near you,1,0
opening day at pnc park let s go bucs pirates,1,0
barbara and president george h w bush were close friends and helpful as i staed my career in congress my thoughts are with the former first lady and her family,1,0
another capitol night tour i always love taking constituents through one of the most famous buildings in the world,1,0
<unk> with mccain not voting and mcconnell voting no for procedural reasons try doing research before you comment google is easy to use,1,0
new technologies and innovation in the wood products <unk> expanding the use of biomass & utilizing new tech like <unk> timber <unk> with cutting taxes for our families and job creators are helping the industry grow,1,0
the u s air force officially announced that our nation s new aerial tanker the <unk>,1,0
finding new ways to de-politicize this issue and providing those in positions of influence with a direct connection to climatechange and sealevelrise are the only way we ll secure meaningful lasting climatesolutions 3/3,1,0
our summer internship application deadline is fast approaching apply now or call my office for more information,1,0
great comeback for the cats go big blue,1,0
uscg to repo a harvey emergency you must call numbers below or 911 for assistance if busy keep trying do not repo distress on s…,1,0
<unk> students at moreheadstate - all from kentucky s 5th district - keep up the great work,1,0
like many others i have a disabled family <unk> beloved wife cheryl throughout our marriage i ve witnessed her daily challenges of navigating life with a disability her resolve has inspired my life-long defense of the rights of individuals with disabilities,1,0
led by principal sonya <unk> <unk> rocks <unk> during teacher appreciation week fobendisd,1,0
as i ve said before regarding the mueller investigation into president trump i believe that we ought to let the professionals do their work and carry out a thorough and timely investigation so we can move forward as a country via melissaafrancis foxnews,1,0
we are going dancing congrats to the csuf men s basketball team for winning the big west tournament championship & locking up a bid for the ncaa tournament tusks up … fulleonhoops,1,0
statement on president trump s infrastructure plan,1,0
fly eagles fly,1,0
read my statement on today s events,1,0
this week is teacher appreciation week so i want to take a moment to recognize all of the hardworking educators in missouri who invest so much in our future leaders,1,0
devastated by the terrible tragedy in florida today my hea is with the victims students teachers parents and families impacted by this senseless violence grateful to all the first responders for your courageous effos stepping in to help those in need,1,0
<unk> i am a co-sponsor you can see more info and my speech suppoing the bill at,1,0
g a09 s sgt joseph <unk> of the <unk> protected our community for more than 20 years and i had the oppounity to honor his service in a statement to the congressional record,1,0
this is a sad chapter in our history that should never have come to pass two months ago after the disturbing allegations against the governor came to light i called for an immediate and transparent investigation,1,0
anyone have an answer on this 👇🏼,1,0
en dia <unk> de libead de prensa <unk> sobre lo <unk> q somos d <unk> en democracia libre nos <unk> a quienes se les <unk> este <unk> y honramos a quienes <unk> sus vidas p denunciar <unk> <unk> p <unk> <unk> nicaragua cuba venezuela iran,1,0
happy bihday girl scouts congratulations on building girls of courage confidence and <unk> who have been civically engaged for the past 106 years,1,0
clyburn the bill would also create an affiliated national network of sites from the reconstruction period thanks to conservationlf a…,1,0
presssec <unk> just raised the minimum wage for its 94 000 employees to <unk> because of the trump tax cuts still <unk>,1,0
i added a video to a youtube playlist oppose the iran deal,1,0
a future hall of famer takes the mound at nolanryanjh - <unk> is our new longhorn principal alvinisd,1,0
<unk> strikes again beautiful day watching alex bring home the gold in the 200 meter and soft ball throw,1,0
pinellas residents w roof damage from irma check out operation blue roof,1,0
now most people would not be willing to die for an <unk> person though someone might perhaps be willing to die for a person who is especially good but god showed his great love for us by sending christ to die for us while we were still <unk> romans 5,1,0
i attended lapeer county families against narcotics spring <unk> to meet with group members who work to educate communities throughout lapeer on the dangers of abusing opioid drugs i spoke to the group about the work i have been doing in congress to fight the opioid epidemic,1,0
txplanning downtown bryan has been designated great place in texas learn more about this great neighborhood at,1,0
<unk> this aicle on speaker ryan from last week confirming we won t cut rates for high-income earners,1,0
congratulations nauseef,1,0
<unk> federal judges orders syed jamal a lawrence man facing depoation released from jail immediately while he waits for f…,1,0
calling all student aists in minnesota s 6th district the deadline for the 2018 congressional a competition is coming up april 25 the winner s piece will be hung in the u s capitol for a year learn more …,1,0
everyday moms do the small things and the big things that form the backbone of our families and our communities i want to thank all of the moms out there for their invaluable and tireless effos,1,0
look forward to congratulating this year s south jersey high school seniors nominated to the us service academies & their families at tonight s reception weather may be <unk> but dedication & patriotism of these young men & women to serve their country shines bright,1,0
thank you to everyone who came to this morning s women-owned smallbusiness roundtable at connections to success,1,0
bearsread thank you repstevestivers and repbeatty for the donation to the ua_highschool library free books are the best <unk>,1,0
thanks to all the students and parents who joined us at last night s military service academy open house at nohwest high school in jackson,1,0
make sure to tune into <unk> in the next 10 minutes to catch my interview with charlie o <unk> from this weekend listen here …,1,0
<unk> senjohnmccain phi alpha brother,1,0
novatechcouncil both sides are working together to increase access to stem education and fuel the talent pipeline - repcomstock <unk>,1,0
like any issue different people connect in different ways some republican priorities – like fiscal responsibility and national security for example – go hand-in-hand with combating and mitigating for the effects of climatechange 2/3,1,0
on this day in 1902 lyman gilmore claimed to be 1st person to fly a powered aircraft though little evidence exists,1,0
yesterday i joined my colleagues in the florida delegation to honor sergeant noel ramirez and deputy taylor lindsey,1,0
good to see <unk> & <unk> working together to launch business owner forums for small businesses,1,0
on mothers day my hea is heavy with memories of my mom betty she was a remarkable woman who helped shape me into the person i am today with her unique style of tough love,1,0
at yesterday s housecommerce hearing u s secretary of health & human services alex azar said he would allow cdcgov to conduct research into the causes of gun violence i agree with secretary azar — it s time to permit the cdc to study gun violence as a public health,1,0
houseforeign the administration s actions send a clear message putin must stop his exceedingly reckless behavior –er,1,0
<unk> thank you repsanfordsc for dropping by the rayburn <unk> to experience the technology pushing freight rail forward …,1,0
<unk> eah day festival was rescheduled to 4/29 due to weather <unk> got details abt this wknd s event from <unk>,1,0
<unk> voluntary evacuation for <unk> peninsula goes into effect friday aug 25 at 8 am,1,0
great discussion about all things dc with my constituents at jimmy s restaurant in <unk>,1,0
floorchas believe repdavid broke a record yesterday for most chas used by a single member during a speech by my count 20,1,0
how has obamacare affected your access to care tell your story at,1,0
i m urging my colleagues to oppose the disaster supplemental there wasn t a florida orange grove that wasn t affected by the hurricane i cannot -- i will not -- suppo a proposal that leaves behind over 60 000 florida jobs and our state s second-largest economic driver,1,0
repspeier me too congress bill proves that ds and rs in the house and senate can work together watch live at h…,1,0
<unk> we are devastated by the news that deputy william gentry has died after being shot last night while on duty serving his com…,1,0
read more about my new bill with repbyrne to fix our nation s antiquated broken budget process with a more <unk> system that runs on realistic timelines …,1,0
2/2 i should not have to say this - if we give you the privilege of doing business in our country you must be held accountable if you break our laws …,1,0
my thoughts and prayers are with the students teachers and staff involved in the horrible ongoing situation at stoneman douglas in florida,1,0
we read some of the previous comments that voiced opposition to ricky s watching of a ceain television program i regret that his obsession has moved from politics to <unk>,1,0
through award-winning community suppo and the most capable airmen in the armed forces dyess air force base has uniquely positioned itself as an indispensable weapon in our national defense arsenal,1,0
1 in 4 of my constituents have foid cards i make no bones about it i suppo the 2nd amendment and i m proud to be suppoed by the nra more from my talk with newsradiowjpf here …,1,0
i am happy to announce students from boonton hs have won my congressional app challenge their app <unk> was chosen from many wohy submissions – congratulations and i look forward to meeting you,1,0
i will work to build suppo for the gateway project on capitol hill & with the trump administration,1,0
the students from libey christian sent in a number of pieces for the congressional a competition that vary in color concept and style,1,0
congrats <unk> they just received <unk> s best communities for music education award for 2017,1,0
<unk> great meeting between replamalfa and farmer <unk> <unk> who established one of california s first organic blueberry farms in…,1,0
scottwongdc dont forget the <unk>,1,0
today marks the sta of black history month,1,0
activist judges might sometimes win the battle but this ruling by scotus to allow full enforcement of the travel ban shows the constitution still wins the war the president s job is to keep us safe and i suppo this ruling la05 …,1,0
happy thanksgiving to all nj04 families wishing everyone a safe & happy holiday this year,1,0
as a small business owner for 30 years i saw the devastating impacts of gov t overregulation i m committed to ensuring that the federal gov t creates policies to empower businesses like <unk> in ga-1 instead of increasing burdens small business week …,1,0
i believe our students will help us find solutions to keep our children safe in school i sat down with mikestraubwgal and shared my thoughts on the marchfor our lives,1,0
he s good help but does question my <unk> <unk> was a little icy towards us this…,1,0
<unk> about <unk> loss but still excited to be norwegian,1,0
50 years ago dr main luther king jr was tragically assassinated in memphis today we honor and remember his legacy of justice peace and hope if you can t fly run if you can t run walk if you can t walk crawl but by all means keep moving mlk50,1,0
npca icymi npca hurdonthehill and more than 20 veterans and park suppoers paicipated in a bike ride through <unk> to h…,1,0
proud to lead the bipaisan effo to continue funding for cdmrp w reppeteking daveloebsack & sanfordbishop,1,0
i hope this will put an end to the misguided fiduciary rule once and for all and that we can instead focus on how to improve protections for <unk> without potentially costing them access to advice …,1,0
today s third district thursday photo is of the joe louis statue in beautiful <unk>,1,0
<unk> beyond the <unk> <unk> thoughts,1,0
milakoumpilova eight members of mn s congressional delegation - amyklobuchar sentinasmith keithellison bettymccollum04 ricknolan…,1,0
great visiting with <unk> <unk> betsy bradley <unk> mason and <unk> <unk> at the…,1,0
stay safe everyone w s dan,1,0
last call for applications for the 11th annual teacher in congress internship deadline to apply is friday june 2,1,0
<unk> today at 1 35pm et tune into nasa tv to watch csbsju students in minnesota ask astro_sabot & astro_maker questions abou…,1,0
disappointing to see dominican republic bend to the will of china and cut ties with our democratic ally and friend taiwan impoant reminder of the need for u s engagement in latin america and the caribbean,1,0
such an honor to speak to over 100 pastors from 25 states at the wall builders pastors briefing today at the <unk> of congress <unk>,1,0
i appeared on cnn s newsroom with anna <unk> on saturday to discuss my proposal to force a vote on four immigration reform bills in the u s house of representatives under a rule known as queen-of-the-hill watch a clip of the interview here …,1,0
this week i had the oppounity to express my concerns with osha enforcement i urge osha to act as a compliance <unk> and not just an enforcer so we can all ensure worker safety,1,0
congratulations to ashley <unk> who is the new director at community action of nebraska she shared something interesting with me she grew up as a head sta kid,1,0
today i met with <unk> to talk about the ways they are suppoing our communities and how we can help them continue to serve georgia s families farmers and small businesses,1,0
it was great to see all of you thanks for coming in e m <unk> hill,1,0
i had dinner last night with the new ambassador of the republic of korea to the united states his excellency <unk> <unk> we discussed the security situation on the korean peninsula trade issues and the upcoming winter olympics including the paicipation by the noh koreans,1,0
reminding all nv02 high school students that the deadline for the congressional a comp is next wed may 3,1,0
always a great conversation at the kent county farm bureau legislative breakfast thanks to <unk> for hosting,1,0
deeply saddened by the events unfolding in las vegas there s no excuse for this tragic loss of life,1,0
thank you for the invitation to come by and visit today the <unk> is doing good work in the community,1,0
i warned china would retaliate and target our agriculture sector and that is what has happened pork prices are down 28% since feb 2 we need trade policies protecting american workers without punishing iowa farmers nobody wins in a trade war,1,0
yesterday i had a great time with many friends at the <unk> christmas parade thank you to everyone who braved the cold weather and came out for the wonderful event,1,0
<unk> thank you replarrybucshon for taking the time to meet with some great <unk> nurses for enaorg e n ain d c way to go l…,1,0
cathymcmorris i m relieved that these americans will soon be reunited with their loved ones wishing them a safe and joyous return hom…,1,0
and also the kid is really good at <unk>,1,0
i will miss speakerryan especially our policy discussions but i fully understand his reasons for retiring and have the utmost respect for his decision,1,0
the failure to prevent a shutdown is unacceptable but i m hopeful a compromise can be reached this weekend congress needs to do its job this is no way to run the country,1,0
it is great to see community spirit and dedication rewarded congratulations to the winners of all the awards handed out at the <unk> terre chamber of commerce banquet,1,0
wishing our catholic brothers & sisters a joyful and reflective season of lent beginning today with ash wednesday as <unk> 3 20 tells us all are from dust and to dust all return,1,0
great interview this morning by eisenhower high school students seven <unk> and <unk> <unk> they weren t afraid to ask the tough questions thank you to the media students and their teacher <unk> bowman for the invitation,1,0
as i reflect on the life my father lived i often think of his service to our country he proudly served our nation in the army signal corps during the korean war – that s him on the right 1,1,0
headlines should be screaming the good news about our economy republicans know how to help working families,1,0
hacienda heights and the hsi lai temple had the honor of hosting faithnpolitics today during its c a pilgrimage we are so lucky to have vibrant & diverse communities of faith right here in southern california,1,0
officer <unk> s heroic act is a singular yet powerful testament of the selflessness embodied by all of se michigan s first responders …,1,0
we must continue to suppo research and development for all rare diseases rarediseaseday,1,0
congress must come together to protect dreamers and pass comprehensive immigration reform now,1,0
the answer is yes,1,0
indylibrary at central library right now,1,0
congrats to michigan tech for ranking 24th in a list of schools with the highest staing salaries for new graduates,1,0
voting for the 2018 congressional a competition stas today vote for your favorite aist by liking their awork on my facebook page - the picture with the most likes wins voting closes at 5 00 pm ct on monday may 7th,1,0
i think we have a moral responsibility to look at this thing <unk> rather than just an ideological fight against what we think is a free market …,1,0
<unk> b <unk> and i walk into the studio g r a m m <unk> hill,1,0
it s impoant that members from both paies were able to come together and pass legislation that would fund the government through the fiscal year this bill invests in our nation s security while addressing some of south jersey s top priorities …,1,0
repkclark families everywhere are battling the opioid epidemic but only 1 in 10 who experience substance use disorder get the <unk>,1,0
hudsoninstitute and <unk> expes brief staff on the mosul offensive fight against isis & humanitarian concerns in region,1,0
leedsgarcia even before the march 5th deadline over 20 000 would have lost their daca status - repnewhouse being a leader dream…,1,0
had fun reading <unk> and <unk> to fouh and fifth grade students at <unk> in columbia city today thank you to the students teachers and administration for the warm welcome,1,0
the common failure to consider adaptation has profound consequences for how people <unk> climate change leading to what i call climate <unk> – cass of manhattaninst,1,0
i have always said that college isn t for everyone and we should remind high schoolers about oppounities for trade and vocational training via morningbriefing,1,0
we agree giving people a pathway to success is not paisan 2018 farm bill,1,0
enjoyed meeting several residents volunteers & board members at the <unk> after today s ribbon cutting ceremony for owen s house a facility focused on providing for women in need great to see private charity taking care of the needs of our community s less founate,1,0
thanks for the visit amb navtejsarna,1,0
my office is currently collecting our veterans stories for the librarycongress as pa of the veterans history project at the medina county office for older adults until 4 pm today here are some photos from our interviews so far,1,0
louise slaughter was a kind and caring colleague and a relentless advocate for western new york this is a great tribute to her example and legacy …,1,0
good to be in mountain brook to celebrate the opening of the mayor terry <unk> police and fire…,1,0
stribrooks rep lewis talks up the tax bill and the vikings at today s house gop leadership conference you can follow along housegop…,1,0
i ve long said the nuclear deal with iran is fatally flawed from its development to its execution the deal paves the way for tehran to obtain nuclear weapons iran deal,1,0
<unk> are you my mother,1,0
<unk> i lived in an <unk> bomb shelter for almost a decade because of islamic terrorism yet cory booker and the fake news <unk>,1,0
<unk> realdonaldtrump bitcoin rules,1,0
<unk> ted <unk> meets rep yoder on behalf of kansas teachers and students <unk> <unk>,1,0
<unk> today <unk> fema s director of continuity communications antwane johnson joins fcc & others to testify before <unk>,1,0
missprice220 hey check out my students and their news debut purple team rocks go <unk>,1,0
<unk> yes,1,0
baon and eshoo applaud new cms <unk> rule check out our statement,1,0
today we celebrate the legacy of a man who understood the power of love and peace in times of adversity and changed the lives of millions of americans thank you dr main luther king jr for the sacrifices you made for the american people m l k day,1,0
it s always a good day when i get to see the lt gov thanks for stopping by <unk>,1,0
it is crucial to have a program like vita so taxpayers can get the assistance they need to ensure an accurate return that grants them the refund they are entitled to repcurbelo introduced legislation with repdannydavis to authorize the program permanently …,1,0
<unk> & cyclonefb congratulations to kyle & all cyclone fans celebrating 1 more year of eligibility bowl bound again,1,0
i was privileged to meet with youthbuildusa paicipants from central pa their stories are why i m proud to lead a bipaisan group of 151 members of congress in suppoing youthbuild usa during the appropriations process for fy19,1,0
ncemergency irma n c track shifts west track errors at 4 days are almost 200 miles 2 early 2 <unk> exact track impact <unk>,1,0
i have also spent significant time and resources in africa working to strengthen communities that are filled with some of the most amazing people i have ever met 2,1,0
we need a set of privacy rules for the entire internet ecosystem facebook and other edge providers have been making billions off of your data for years it is time we put the consumer back in the driver s seat …,1,0
and we must be strong in our actions and our words in fulfilling the commitments we make as a nation to ensure our allies trust us and our enemies fear us - paicularly as we seek diplomatic solutions with noh korea and iran,1,0
happening now facebook ceo mark zuckerberg is testifying before the housecommerce committee while i welcome an apology the american people deserve to know that their information will not be compromised moving forward …,1,0
i m cosponsoring this group of bipaisan bills that will strengthen background checks across the country and fund vital programs that keep our neighborhoods and schools safe …,1,0
wasn t secpompeo just confirmed 13 days ago noh korea,1,0
it s small business week across the country if you own or work at a small business in mi01 send a photo to <unk> mail house gov,1,0
postponed due to an unexpected change in the legislative calendar tonight s town hall meeting in new berlin is postponed until fuher notice,1,0
happy halloween,1,0
bobbyjoe1974 like this,1,0
happy easter the most joyous day of the year,1,0
i m saddened to hear of alex <unk> s passing he was a great leader and a good friend he will surely be missed in ohio rest in peace,1,0
great to have breakfast with the vets ice cream patrol in la grande this morning each week this group of veterans travels around la grande delivering ice cream to disabled veterans in our community thank for all you do for your fellow veterans & for your service,1,0
a special tbt to when hank the dog & <unk> became best buds good luck to the brewers on opening day,1,0
looking forward to hearing from realdonaldtrump at tonight s state of the union address tune in now to watch live on tv or online,1,0
captain o keeffe died doing what he loved what he was called to do & what he believed would best serve his country may we never forget the sacrifices made by our fallen heroes & may we never forget that this freedom is not free rest easy brother,1,0
to all of those celebrating the first night of passover i hope you have an evening filled with peace and happiness,1,0
in defense of u s navy s e a l <unk> losey,1,0
ready with my blue and yellow for today s game go jacks,1,0
we have once again kicked off the annual congressionalacompetition i invite high school students from <unk> to submit an original piece of awork the winner will get a trip to dc & his/her a will be displayed in us capitol for a year more info -> …,1,0
china s decision to <unk> chinese banks from doing business w/ n korea is good news for the world community,1,0
so happy for all the hardworking songwriters out there when you create something you deserve to be paid fairly we have been pushing this issue for years through the congressional songwriters caucus and now the music modernization act <unk> …,1,0
hoosierswfh great discussion on growing in life sciences healthcare costs and patient focused care replarrybucshon ihif1 <unk>,1,0
happening tomorrow water subcommittee roundtable in coos bay oregon the event stas at 10 30am pst at the coos history museum watch the livestream here,1,0
i don t recall - the response defense attorneys tell their clients to say to keep them from lying clinton emails,1,0
the 2018 farm bill makes investments in rural broadband and authorizes usda to help address the opioid crisis and establishes a u s -only animal vaccine bank to help strengthen rural america,1,0
kimstrassel 1 why isn t the mostly unredacted grassley memo front page news here s why because it confirms the nunes memo and blo…,1,0
disturbed usda has spent decades & countless tax breeding kittens for experiments & then needlessly killing them before they re 3 months old i sent a letter to secretarysonny seeking more info & urging long-overdue reforms …,1,0
<unk> i respect all people by telling the truth even though it gets some people mad at me pointing out <unk> is proper,1,0
on holocaust remembrance day we recall and honor the memory of millions of jewish and other victims who were preyed upon by an ideology of hate we pledge to never again let such evil occur yom hashoah,1,0
we re suppoing the march of <unk> in washington d c guess what we re serving,1,0
the indiana c o p s do inspiring work every day they have turned pain into progress & work to help people who also experienced the pain of losing a <unk> in the line of duty like they did they do so much to help the family & coworkers of,1,0
fair assessment,1,0
<unk> join us on thursday july 7th for the <unk> 4 u grand opening ceremony,1,0
presssec democrats can t shut down the booming trump economy are they now so desperate they ll shut down the government instead sch…,1,0
the deal made no mention of iran s ballistic missiles program and their human rights abuses it ultimately allows iran to sta <unk> after the deal expires 2/4,1,0
normeisen i am honored to serve as <unk> representing a bipaisan group of clients including repwalterjones & tedlieu to end su…,1,0
housegop flyover nancy is at it again -- only now it s about the 2018 farm bill here s a quick fact check from her recent press <unk>,1,0
i d tune in but i think my <unk> will get <unk>,1,0
helping facilitate enrollment & secure va benefits for south jersey veterans today at <unk>,1,0
thank you southwest washington wildland fire strike team for joining the effos to battle the ca wildfires,1,0
the opioid epidemic which is now the single deadliest drug epidemic in u s history has had a devastating impact on our nation – and no person or family is immune,1,0
congratulations to my cousin tanner lee on being drafted by the <unk>,1,0
today is teacher appreciation day thank you to all the dedicated and hard-working teachers in harris county and ac…,1,0
congratulations to new hhsgov secazar i am looking forward to working together on key priorities including overcoming the nation s opioid epidemic driving new health care innovation and improving patients access to quality health care,1,0
as i reflect this sunday on the passing of first lady barbara bush i am drawn to a passage her granddaughter elizabeth <unk> andrews shared at this weekend s service that i myself have reflected upon in times like these <unk> 3 1-4 for everything …,1,0
tgowdysc we must find a common <unk> plan rooted in fact and evidence for reentry for assimilation for rejoining an ordered community and avoiding the tyranny of recidivism,1,0
fwd_us hurdonthehill announces his suppo on queen of the hill outside the capitol in an effo to protect dreamers,1,0
happy national police week to the brave men and women who comprise the thin blue line in maryland s first district your bravery and service are not taken for granted,1,0
9 30 pm & the work day isn t over for your congressional office waiting for late votes i m writing to constituents who sent emails today,1,0
madison <unk> a junior from hseschools received a ceificate for 4th place for <unk> in <unk> her teacher is angela <unk> i m impressed with madison s <unk> of depth & light in this piece,1,0
repyvetteclarke darrellissa and i are chatting with mikeallen about our new sma cities caucus follow along at axios <unk>,1,0
a weak border has consequences for the whole country,1,0
proud to suppo reformer scott garrett for eximbankus just the guy to restore its reputation my endorsement,1,0
congrats nasa & <unk> initial photos from the probe are simply amazing looks like a planet to me,1,0
wondering if potus realdonaldtrump has seen the iava polls about the lack of trust vets put on the leadership at the deptvetaffairs mr president it s time to fire shulkin our vets deserve better & that s what you promised them truly alarming,1,0
1 3 million identity <unk> in the irs data base irs refuses to enforce identity theft is a felony,1,0
aahoa this morning aahoa vice chair <unk> is testifying about the state of travel and the hotel industry before the <unk>,1,0
the olympics are a time to celebrate but it s also a reminder that young men and women in amateur athletics are not immune to the problem of sexual abuse more must be done to protect these young athletes …,1,0
teachers influence the lives of our kids every single day thank you to all those who have dedicated their lives to the next generation happy teacher appreciation week thank a teacher,1,0
lincolndbala rick scott nos hace <unk> las palabras de <unk> cuando hay muchos hombres sin <unk> hay hombres que tienen el dec…,1,0
benyc repspeier <unk> repryancostello sengillibrand and repanniekuster introduce the me too congress act,1,0
pleased to announce <unk> will receive 1 7 million from usdot to purchase new energy efficient buses i m proud to help pa transpoation systems get the critical investments they need,1,0
nothing better than some so fla stone crabs the perseverance of commercial fishermen after hurricane irma has been inspiring we must continue to assist those still recovering …,1,0
what i voted against today was washington d c s style of <unk> the exact opposite of what hoosiers demanded last nov 2/4,1,0
and let s not forget their major cost-cutting measure was to cut off san diego and sacramento and deceive voters,1,0
president realdonaldtrump is right the second amendment must never be repealed he is doing good work by filing our cous with strong <unk>,1,0
as womens history month comes to a close repcurbelo reflected on the special women in his life today s <unk> is his wife <unk> a woman who finds a way to do it all she s a shining example of a person who is contributing in more ways than she,1,0
next wk we ll honor the 13k brave men and women of the oss with the highest civilian honor our nation bestows - a congressional gold medal both i and repmarcykaptur will be speaking at the event more info on how to watch the ceremony here … osssociety,1,0
we remember the millions <unk> murdered by the nazi regime while today reminds us of the depths of human depravity we should also remember those courageous individuals that <unk> to resist nazi cruelty help their neighbors we honor the memory of those lost vow never again,1,0
i regret to inform nancypelosi that she is mistaken taxreform doesn t produce crumbs it produces <unk> hostess_snacks announces cash bonuses and free snacks for workers …,1,0
new medicare cards without social security numbers are now being mailed to help prevent identity theft & fraud thanks to the medicare access and chip reauthorization act of 2015 which i suppoed keep an eye on your mailbox for the new card coming soon …,1,0
congress must cont & expand the investments we ve made 4 families w/ autism & we can t do it w/o incredible advocates from autismsociety,1,0
house strengthens sanctions against russia iran nkorea bipaisan vote gives new economic tools against nations that are growing threats,1,0
repmarcykaptur continues to be a leading voice in promoting preserving & defending the great lakes it is a pleasure to work w/ her on this critical bipaisan issue congratulations marcy on becoming the longest-serving woman in the history of the us house women make history,1,0
the tides of washington come and go but family is forever it is with this in mind that speaker ryan has decided to not seek re-election and invest the same time and energy he put into representing wisconsin into his family,1,0
prayers today for those facing hurricane maria in pueo rico & the virgin islands & for our neighbors in mexico after terrible eahquake,1,0
just now the house just passed hr <unk> - providing an additional 36 billion for disaster relief for pueo rico tx fl and ca,1,0
looking forward to meeting your reps next week i like that photo too <unk>,1,0
they say put some <unk> onions in your room and in your socks and you can beat any sickness …,1,0
the time is now thank you realdonaldtrump,1,0
i m proud to suppo the 21st century cures act so that we can have cures now,1,0
deuteronomy 6 7 you shall teach them diligently to your sons and shall talk of them when you sit in your house and when you walk by the way and when you lie down and when you rise up,1,0
indian river shelters - not open yet check their status at,1,0
the 2018 farm bill makes a significant investment in rural infrastructure specifically broadband our legislation seeks to bridge the digital divide seen between urban and rural areas – more than 50% of our small towns don t have access to the internet,1,0
this <unk> behavior by the russians is <unk> of <unk> thinking and leadership vladimir putin is not our friend he is a thug i m glad the administration and our closest allies in europe have responded in unison …,1,0
<unk> repgusbilirakis job fair tomorrow at p h s c poer campus 9 a m <unk> w/ <unk> & <unk> jobs,1,0
repteddeutch the co-chairs of the congressional bipaisan task force for combating anti-semitism sent a letter to polish president du…,1,0
it would be great to see a term limits bill pass congress and become law agree or disagree make it 6 8 10 or 12 years i d just be happy to vote for any of those options,1,0
my office took pa in the specialolympics awards ceremony hosted by the <unk> & <unk> <unk> was athlete of the year,1,0
it s a big day for sbagov not only has it been one year since sbalinda was sworn in but the buffalo district is now on twitter give <unk> a follow today welcome happy anniversary,1,0
<unk> congresswoman ann wagner met with comtrea leadership to discuss the opioid crisis wagner said comtrea s services are the w…,1,0
the deptvetaffairs has released a new welcome kit to assist recently discharged servicemembers and veterans looking to engage the va about the benefits and services earned through their honorable service the welcome kit is available here,1,0
dberrygannett the house is scheduled to vote today on a bill proposed by benniegthompson that would make the home of medgar evers a n…,1,0
heabreaking news out of southern california i send my deepest condolences to the families and loved ones of the four marines who lost their lives in yesterday s crash …,1,0
president erdogan continues to test the resolve of the united states and the rest of the international community to hold his regime accountable for sowing regional chaos and discord that undermines and threatens nato ally greece …,1,0
the sacrifices these children make are remarkable they face the same challenges all kids face while moving frequently dealing with a parent s deployment or coping with a parent s injury i will always work to suppo these incredible children month of the military child,1,0
designated by congress in 1986 we mark black history month in february to remind all americans of the history of the civil rights movement and the impoance of equal freedom and oppounity under the law,1,0
the trump administration decision to undermine safety rules for offshore oil drilling is reckless and unacceptable have we learned nothing from the deepwater horizon catastrophe these safeguards should remain in place sayfie,1,0
congrats to chli s spring 2018 global leaders including david <unk> who was a great help to my office,1,0
we must be united against bigotry and hate,1,0
tgowdysc i m just a couple of haircuts away from equaling the number of staff depaures by your wh colleagues i get it you are <unk>,1,0
a new fema disaster recovery center opened yesterday at la <unk> mall,1,0
i have complete confidence in his ability to conduct a thorough investigation wherever the facts may lead,1,0
justinamash today repzoelofgren repbarbaralee repthomasmassie and i sent a bipaisan letter to potus—cosigned by 84 of our colle…,1,0
while i can t get into fuher details yet due to process of notifying next of <unk> i want to extend my deepest condolences to the families of the great us heroes lost in yesterday s helo crash on the <unk> border these lives were the best of the best,1,0
i m always amazed by the enthusiasm & talent of young people in ga10 & i m pleased to announce my 2018 congressional a competition the winning aist will have his or her awork on display in the capitol for one year for more guidelines click here …,1,0
looking forward to discussing fiscal responsibility at the pgpfoundation fiscal summit with my friend and fellow problem solver repderekkilmer tomorrow watch the live stream at,1,0
serving as speaker has been one of my life s great honors i m proud of all we ve done & am ready for new prioritie…,1,0
i m offering a free guide to grants seminar tom aug 16 9-12 <unk> come learn from agency expes more info,1,0
today s commitment from the deptofdefense to conduct a full audit is a turning point towards do d <unk>,1,0
today i joined my friend sethmoulton and other colleagues in sending a bipaisan letter to the appropriations committee in suppo of funding for the <unk> the canalway is an impoant pa of the ne ohio community and its 2 5 million annual visitors,1,0
we are hosting a service academy forum tomorrow from 6pm – 7 30pm at the region 9 education center 301 loop 11 wichita falls tx the forum is open to men women and their parents who are residents of tx 13 and who are interested in attending one of the,1,0
in the news u s reps denny heck wa-10 leonard lance nj-07 and karen bass <unk> introduced a bill requiring the executive branch to enforce the existing russian sanctions in order to halt any fuher russian election meddling before the 2018 midterm elections,1,0
2 the depament of defense is allocated over 8 7 billion for space defense a tremendous amount of these funds will be spent on buying products and services from companies in <unk> or on the military infrastructure and personnel in the district 3/,1,0
